dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.4.b.3.I06.D01	Teach exercise or fitness techniques.	TeachExerciseFitnessTechniques	Teach	Exercise Fitness Techniques	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	9
4.A.4.b.3.I06.D02	Engage patients in exercises or activities.	EngagePatientsExercisesActivities	Engage	Patients Exercises Activities	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	7
4.A.4.b.3.I06.D03	Teach physical education.	TeachPhysicalEducation	Teach	Physical Education	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	4
4.A.4.b.3.I06.D04	Teach medical procedures or medical equipment use to patients.	TeachMedicalProceduresMedicalEquipment	Teach	Medical Procedures Medical Equipment	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	9
4.A.4.b.3.I06.D05	Train patients, family members, or caregivers in techniques for managing disabilities or illnesses.	TrainPatientsFamilyMembersCaregivers	Train	Patients Family Members Caregivers	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	19
4.A.4.b.3.I06.D06	Conduct health or safety training programs.	ConductHealthSafetyTrainingPrograms	Conduct	Health Safety Training Programs	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	10
4.A.4.b.3.I06.D07	Teach health or hygiene practices.	TeachHealthHygienePractices	Teach	Health Hygiene Practices	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	7
4.A.4.b.3.I06.D08	Train medical providers.	TrainMedicalProviders	Train	Medical Providers	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	57
4.A.4.b.3.I06.D09	Teach health management classes.	TeachHealthManagementClasses	Teach	Health Management Classes	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	4
4.A.4.b.3.I06.D10	Teach medical procedures to healthcare personnel.	TeachMedicalProceduresHealthcarePersonnel	Teach	Medical Procedures Healthcare Personnel	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	11
4.A.4.b.3.I06.D11	Train caregivers or other non-medical personnel.	TrainCaregiversNon-medicalPersonnel	Train	Caregivers Non-medical Personnel	4.A.4.b.3.I06	Train others on health or medical topics	4.A.4.b.3	Training and Teaching Others	8
4.A.4.b.4.I01.D01	Supervise maintenance workers.	SuperviseMaintenanceWorkers	Supervise	Maintenance Workers	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I01.D02	Supervise engineering or other technical personnel.	SuperviseEngineeringTechnicalPersonnel	Supervise	Engineering Technical Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	21
4.A.4.b.4.I01.D03	Supervise trainees.	SuperviseTrainees	Supervise	Trainees	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I01.D04	Supervise service workers.	SuperviseServiceWorkers	Supervise	Service Workers	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	18
4.A.4.b.4.I01.D05	Supervise production or support personnel.	SuperviseProductionSupportPersonnel	Supervise	Production Support Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I01.D06	Direct activities of subordinates.	DirectActivitiesSubordinates	Direct	Activities Subordinates	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	15
4.A.4.b.4.I01.D07	Supervise information technology personnel.	SuperviseInformationTechnologyPersonnel	Supervise	Information Technology Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	14
4.A.4.b.4.I01.D08	Supervise clerical or administrative personnel.	SuperviseClericalAdministrativePersonnel	Supervise	Clerical Administrative Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I01.D09	Supervise activities of other legal personnel.	SuperviseActivitiesLegalPersonnel	Supervise	Activities Legal Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I01.D10	Supervise scientific or technical personnel.	SuperviseScientificTechnicalPersonnel	Supervise	Scientific Technical Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	20
4.A.4.b.4.I01.D11	Supervise medical support personnel.	SuperviseMedicalSupportPersonnel	Supervise	Medical Support Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I01.D12	Supervise workers providing client or patient services.	SuperviseWorkersProvidingClientPatient	Supervise	Workers Providing Client Patient	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	14
4.A.4.b.4.I01.D13	Supervise employees.	SuperviseEmployees	Supervise	Employees	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	67
4.A.4.b.4.I01.D14	Supervise patient care personnel.	SupervisePatientCarePersonnel	Supervise	Patient Care Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	37
4.A.4.b.4.I01.D15	Supervise technical medical personnel.	SuperviseTechnicalMedicalPersonnel	Supervise	Technical Medical Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I01.D16	Supervise sales or support personnel.	SuperviseSalesSupportPersonnel	Supervise	Sales Support Personnel	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I01.D17	Supervise laboratory work.	SuperviseLaboratoryWork	Supervise	Laboratory Work	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	19
4.A.4.b.4.I01.D18	Supervise student research or internship work.	SuperviseStudentResearchInternshipWork	Supervise	Student Research Internship Work	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	53
4.A.4.b.4.I01.D19	Supervise workers performing environmentally sustainable activities.	SuperviseWorkersPerformingEnvironmentallySustainab	Supervise	Workers Performing Environmentally Sustainable	4.A.4.b.4.I01	Supervise personnel activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I02.D01	Serve on institutional or departmental committees.	ServeInstitutionalDepartmentalCommittees	Serve	Institutional Departmental Committees	4.A.4.b.4.I02	Serve on organizational committees	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	60
4.A.4.b.4.I03.D01	Manage content of broadcasts or presentations.	ManageContentBroadcastsPresentations	Manage	Content Broadcasts Presentations	4.A.4.b.4.I03	Coordinate artistic or entertainment activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I03.D02	Direct productions or performances.	DirectProductionsPerformances	Direct	Productions Performances	4.A.4.b.4.I03	Coordinate artistic or entertainment activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I03.D03	Coordinate musical rehearsals or performances.	CoordinateMusicalRehearsalsPerformances	Coordinate	Musical Rehearsals Performances	4.A.4.b.4.I03	Coordinate artistic or entertainment activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I03.D04	Coordinate athletic or sporting events or activities.	CoordinateAthleticSportingEventsActivities	Coordinate	Athletic Sporting Events Activities	4.A.4.b.4.I03	Coordinate artistic or entertainment activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	12
4.A.4.b.4.I03.D05	Coordinate artistic activities.	CoordinateArtisticActivities	Coordinate	Artistic Activities	4.A.4.b.4.I03	Coordinate artistic or entertainment activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I04.D01	Coordinate forestry or agricultural activities.	CoordinateForestryAgriculturalActivities	Coordinate	Forestry Agricultural Activities	4.A.4.b.4.I04	Manage agricultural or forestry operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I04.D02	Manage agricultural or forestry operations.	ManageAgriculturalForestryOperations	Manage	Agricultural Forestry Operations	4.A.4.b.4.I04	Manage agricultural or forestry operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	20
4.A.4.b.4.I04.D03	Direct activities of agricultural, forestry, or fishery employees.	DirectActivitiesAgriculturalForestryFishery	Direct	Activities Agricultural Forestry Fishery	4.A.4.b.4.I04	Manage agricultural or forestry operations	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I05.D01	Supervise inmate activities.	SuperviseInmateActivities	Supervise	Inmate Activities	4.A.4.b.4.I05	Supervise activities in correctional facilities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4
4.A.4.b.4.I05.D02	Count prison inmates or personnel.	CountPrisonInmatesPersonnel	Count	Prison Inmates Personnel	4.A.4.b.4.I05	Supervise activities in correctional facilities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I06.D01	Direct surveying activities.	DirectSurveyingActivities	Direct	Surveying Activities	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I06.D02	Direct technical activities or operations.	DirectTechnicalActivitiesOperations	Direct	Technical Activities Operations	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I06.D03	Coordinate design activities.	CoordinateDesignActivities	Coordinate	Design Activities	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4
4.A.4.b.4.I06.D04	Coordinate software or hardware installation.	CoordinateSoftwareHardwareInstallation	Coordinate	Software Hardware Installation	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I06.D05	Direct scientific activities.	DirectScientificActivities	Direct	Scientific Activities	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I06.D06	Direct natural resources management or conservation programs.	DirectNaturalResourcesManagementConservation	Direct	Natural Resources Management Conservation	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I06.D07	Manage information technology projects or system activities.	ManageInformationTechnologyProjectsSystem	Manage	Information Technology Projects System	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	17
4.A.4.b.4.I06.D08	Manage scientific or technical project resources.	ManageScientificTechnicalProjectResources	Manage	Scientific Technical Project Resources	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I06.D09	Direct medical science or healthcare programs.	DirectMedicalScienceHealthcarePrograms	Direct	Medical Science Healthcare Programs	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I06.D10	Direct design or development activities.	DirectDesignDevelopmentActivities	Direct	Design Development Activities	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I06.D11	Coordinate cross-disciplinary research programs.	CoordinateCross-disciplinaryResearchPrograms	Coordinate	Cross-disciplinary Research Programs	4.A.4.b.4.I06	Direct scientific or technical activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4
4.A.4.b.4.I07.D01	Coordinate training activities.	CoordinateTrainingActivities	Coordinate	Training Activities	4.A.4.b.4.I07	Manage human resources activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I07.D02	Coordinate personnel recruitment activities.	CoordinatePersonnelRecruitmentActivities	Coordinate	Personnel Recruitment Activities	4.A.4.b.4.I07	Manage human resources activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I07.D03	Direct employee training programs.	DirectEmployeeTrainingPrograms	Direct	Employee Training Programs	4.A.4.b.4.I07	Manage human resources activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4
4.A.4.b.4.I07.D04	Manage human resources activities.	ManageHumanResourcesActivities	Manage	Human Resources Activities	4.A.4.b.4.I07	Manage human resources activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	24
4.A.4.b.4.I08.D01	Direct quality control activities.	DirectQualityControlActivities	Direct	Quality Control Activities	4.A.4.b.4.I08	Manage control systems or activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I08.D02	Coordinate flight control or management activities.	CoordinateFlightControlManagementActivities	Coordinate	Flight Control Management Activities	4.A.4.b.4.I08	Manage control systems or activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I08.D03	Manage control system activities in organizations.	ManageControlSystemActivitiesOrganizations	Manage	Control System Activities Organizations	4.A.4.b.4.I08	Manage control systems or activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I09.D01	Manage budgets for personal services operations.	ManageBudgetsPersonalServicesOperations	Manage	Budgets Personal Services Operations	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I09.D02	Direct financial operations.	DirectFinancialOperations	Direct	Financial Operations	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	18
4.A.4.b.4.I09.D03	Direct fundraising or financing activities.	DirectFundraisingFinancingActivities	Direct	Fundraising Financing Activities	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I09.D04	Prepare operational budgets.	PrepareOperationalBudgets	Prepare	Operational Budgets	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	26
4.A.4.b.4.I09.D05	Manage organizational or project budgets.	ManageOrganizationalProjectBudgets	Manage	Organizational Project Budgets	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I09.D06	Manage financial activities of the organization.	ManageFinancialActivitiesOrganization	Manage	Financial Activities Organization	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I09.D07	Manage budgets for appropriate resource allocation.	ManageBudgetsAppropriateResourceAllocation	Manage	Budgets Appropriate Resource Allocation	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I09.D08	Manage organizational or program finances.	ManageOrganizationalProgramFinances	Manage	Organizational Program Finances	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	4
4.A.4.b.4.I09.D09	Prepare operational budgets for green energy or other green operations.	PrepareOperationalBudgetsGreenEnergy	Prepare	Operational Budgets Green Energy	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	6
4.A.4.b.4.I09.D10	Prepare project budgets.	PrepareProjectBudgets	Prepare	Project Budgets	4.A.4.b.4.I09	Manage budgets or finances	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I10.D01	Direct natural resources extraction projects.	DirectNaturalResourcesExtractionProjects	Direct	Natural Resources Extraction Projects	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I10.D02	Direct construction or extraction personnel.	DirectConstructionExtractionPersonnel	Direct	Construction Extraction Personnel	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	20
4.A.4.b.4.I10.D03	Direct construction activities.	DirectConstructionActivities	Direct	Construction Activities	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I10.D04	Direct installation activities.	DirectInstallationActivities	Direct	Installation Activities	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I10.D05	Coordinate construction project activities.	CoordinateConstructionProjectActivities	Coordinate	Construction Project Activities	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I10.D06	Coordinate construction or installation activities.	CoordinateConstructionInstallationActivities	Coordinate	Construction Installation Activities	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I10.D07	Manage construction activities.	ManageConstructionActivities	Manage	Construction Activities	4.A.4.b.4.I10	Direct construction or extraction activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I11.D01	Organize recreational activities or events.	OrganizeRecreationalActivitiesEvents	Organize	Recreational Activities Events	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I11.D02	Coordinate student extracurricular activities.	CoordinateStudentExtracurricularActivities	Coordinate	Student Extracurricular Activities	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I11.D03	Coordinate special events or programs.	CoordinateSpecialEventsPrograms	Coordinate	Special Events Programs	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	11
4.A.4.b.4.I11.D04	Host events.	HostEvents	Host	Events	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I11.D05	Organize special events.	OrganizeSpecialEvents	Organize	Special Events	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	11
4.A.4.b.4.I11.D06	Manage outreach activities.	ManageOutreachActivities	Manage	Outreach Activities	4.A.4.b.4.I11	Coordinate group, community, or public activities	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I12.D01	Direct operational or production activities.	DirectOperationalProductionActivities	Direct	Operational Production Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	36
4.A.4.b.4.I12.D02	Direct environmental development activities.	DirectEnvironmentalDevelopmentActivities	Direct	Environmental Development Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I12.D03	Direct sales, marketing, or customer service activities.	DirectSalesMarketingCustomerService	Direct	Sales Marketing Customer Service	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	16
4.A.4.b.4.I12.D04	Direct equipment maintenance or repair activities.	DirectEquipmentMaintenanceRepairActivities	Direct	Equipment Maintenance Repair Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I12.D05	Coordinate sales campaigns.	CoordinateSalesCampaigns	Coordinate	Sales Campaigns	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I12.D06	Direct funeral or mortuary activities.	DirectFuneralMortuaryActivities	Direct	Funeral Mortuary Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	12
4.A.4.b.4.I12.D07	Manage environmental sustainability projects.	ManageEnvironmentalSustainabilityProjects	Manage	Environmental Sustainability Projects	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D08	Oversee business processes.	OverseeBusinessProcesses	Oversee	Business Processes	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	11
4.A.4.b.4.I12.D09	Coordinate logistics or other business operations.	CoordinateLogisticsBusinessOperations	Coordinate	Logistics Business Operations	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I12.D10	Direct green energy production operations.	DirectGreenEnergyProductionOperations	Direct	Green Energy Production Operations	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I12.D11	Manage guest services.	ManageGuestServices	Manage	Guest Services	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I12.D12	Manage operations, research, or logistics projects.	ManageOperationsResearchLogisticsProjects	Manage	Operations Research Logistics Projects	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I12.D13	Coordinate activities of food service staff.	CoordinateActivitiesFoodServiceStaff	Coordinate	Activities Food Service Staff	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D14	Direct operations of correctional facilities.	DirectOperationsCorrectionalFacilities	Direct	Operations Correctional Facilities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3
4.A.4.b.4.I12.D15	Coordinate timing of food production activities.	CoordinateTimingFoodProductionActivities	Coordinate	Timing Food Production Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	5
4.A.4.b.4.I12.D16	Coordinate shipping activities with external parties.	CoordinateShippingActivitiesExternalParties	Coordinate	Shipping Activities External Parties	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I12.D17	Direct administrative or support services.	DirectAdministrativeSupportServices	Direct	Administrative Support Services	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I12.D18	Manage operations of artistic or entertainment departments or organizations.	ManageOperationsArtisticEntertainmentDepartments	Manage	Operations Artistic Entertainment Departments	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I12.D19	Coordinate activities of production personnel.	CoordinateActivitiesProductionPersonnel	Coordinate	Activities Production Personnel	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	12
4.A.4.b.4.I12.D20	Coordinate logistics for productions or events.	CoordinateLogisticsProductionsEvents	Coordinate	Logistics Productions Events	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	21
4.A.4.b.4.I12.D21	Direct maintenance or repair activities.	DirectMaintenanceRepairActivities	Direct	Maintenance Repair Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D22	Manage food service operations or parts of operations.	ManageFoodServiceOperationsParts	Manage	Food Service Operations Parts	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D23	Direct healthcare delivery programs.	DirectHealthcareDeliveryPrograms	Direct	Healthcare Delivery Programs	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I12.D24	Direct industrial production activities.	DirectIndustrialProductionActivities	Direct	Industrial Production Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	9
4.A.4.b.4.I12.D25	Direct maintenance and repair activities in green energy production facilities.	DirectMaintenanceRepairActivitiesGreen	Direct	Maintenance Repair Activities Green	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D26	Direct energy production or management activities.	DirectEnergyProductionManagementActivities	Direct	Energy Production Management Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	10
4.A.4.b.4.I12.D27	Direct facility maintenance or repair activities.	DirectFacilityMaintenanceRepairActivities	Direct	Facility Maintenance Repair Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	12
4.A.4.b.4.I12.D28	Manage clerical or administrative activities.	ManageClericalAdministrativeActivities	Manage	Clerical Administrative Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
4.A.4.b.4.I12.D29	Arrange delivery of goods or services.	ArrangeDeliveryGoodsServices	Arrange	Delivery Goods Services	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	13
4.A.4.b.4.I12.D30	Direct passenger or freight transport activities.	DirectPassengerFreightTransportActivities	Direct	Passenger Freight Transport Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	14
4.A.4.b.4.I12.D31	Direct material handling or moving activities.	DirectMaterialHandlingMovingActivities	Direct	Material Handling Moving Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	18
4.A.4.b.4.I12.D32	Coordinate project activities with other personnel or departments.	CoordinateProjectActivitiesPersonnelDepartments	Coordinate	Project Activities Personnel Departments	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	12
4.A.4.b.4.I12.D33	Direct department activities.	DirectDepartmentActivities	Direct	Department Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	36
4.A.4.b.4.I12.D34	Coordinate reporting or editing activities.	CoordinateReportingEditingActivities	Coordinate	Reporting Editing Activities	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	7
4.A.4.b.4.I12.D35	Manage preparation of special meals or diets.	ManagePreparationSpecialMealsDiets	Manage	Preparation Special Meals Diets	4.A.4.b.4.I12	Direct organizational operations, activities, or procedures	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	8
